analysis,predictor,task,n,positives,auroc,average_precision,brier,positive_bearing_patients,recall@5,recall@5_ci_low,recall@5_ci_high,recall@10,recall@10_ci_low,recall@10_ci_high,recall@20,recall@20_ci_low,recall@20_ci_high,mrr,mrr_ci_low,mrr_ci_high,ndcg@10,ndcg@10_ci_low,ndcg@10_ci_high
fixed,BigMHC,immunogenicity,17475,465,0.5458288293413741,0.03186133541911459,0.06688319778198733,60,0.03804563492063492,0.01753561827956989,0.062403581691297186,0.07884220626867686,0.04539765657683528,0.12056111847935658,0.1458033270024836,0.09773281597041371,0.20361511258302184,0.179799793455899,0.11709705205404505,0.2543284900932125,0.07780339513492723,0.04647826728035371,0.1156628248951315
fixed,MHCflurry,presentation,17475,465,0.5367554822274058,0.0316977826002111,0.3668879016237709,60,0.046619714349977505,0.02448654159568741,0.07304292015811047,0.08175583503756878,0.049571624797841454,0.1184615081629244,0.20210686751655044,0.14022481517982466,0.2676902987044564,0.21226841599128654,0.13710500184586563,0.29380279479957505,0.08156902012218535,0.05287792025030101,0.11494444566716201
fixed,PRIME,immunogenicity,17475,465,0.5969085863470571,0.039638725720073424,0.030140829553815852,60,0.058917764572256406,0.03509333275686771,0.08664823775261284,0.13437829088804587,0.08268164419192202,0.19568938040713463,0.2600474607783511,0.18683590490810845,0.34168292493861446,0.2118375315199005,0.1509856615231462,0.28755898468440405,0.1119592607262639,0.0776211419133318,0.1515880246597208
